id,raceId,year,round,sessionNumber,code,name,startTimeUtc,endTimeUtc,isRace,cancelled
fia-formula-2-championship_2017_yas-marina_qualifying,d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,4,,Qualifying,2017-11-24T15:00:00Z,2017-11-24T15:30:00Z,False,False
fia-formula-2-championship_2017_yas-marina_grid,d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,5,,Grid,2017-11-24T20:00:00Z,,False,False
fia-formula-2-championship_2017_yas-marina_feature-race,d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,6,,Feature Race,2017-11-25T14:40:00Z,2017-11-25T15:45:00Z,True,False
fia-formula-2-championship_2017_yas-marina_grid-2,d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,7,,Grid,2017-11-25T20:00:00Z,,False,False
fia-formula-2-championship_2017_yas-marina_sprint-race,d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,8,,Sprint Race,2017-11-26T10:10:00Z,2017-11-26T11:00:00Z,True,False
fia-formula-2-championship_2018_bahrain_free-practice,80fb59c0-77df-4304-8cf8-7d091e7a753c,2018,1,1,,Free Practice,2018-04-06T08:30:00Z,2018-04-06T09:15:00Z,False,False
fia-formula-2-championship_2018_bahrain_qualifying,80fb59c0-77df-4304-8cf8-7d091e7a753c,2018,1,4,,Qualifying,2018-04-06T17:00:00Z,2018-04-06T17:30:00Z,False,False
fia-formula-2-championship_2018_bahrain_grid,80fb59c0-77df-4304-8cf8-7d091e7a753c,2018,1,5,,Grid,2018-04-06T21:00:00Z,,False,False
fia-formula-2-championship_2018_bahrain_feature-race,80fb59c0-77df-4304-8cf8-7d091e7a753c,2018,1,6,,Feature Race,2018-04-07T10:10:00Z,2018-04-07T11:15:00Z,True,False
fia-formula-2-championship_2018_bahrain_grid-2,80fb59c0-77df-4304-8cf8-7d091e7a753c,2018,1,7,,Grid,2018-04-07T21:00:00Z,,False,False
fia-formula-2-championship_2018_bahrain_sprint-race,80fb59c0-77df-4304-8cf8-7d091e7a753c,2018,1,8,,Sprint Race,2018-04-08T11:15:00Z,2018-04-08T12:05:00Z,True,False
fia-formula-2-championship_2018_baku_free-practice,904fc720-e817-4cd7-97b4-c781c0f0a643,2018,2,1,,Free Practice,2018-04-27T07:00:00Z,2018-04-27T07:45:00Z,False,False
fia-formula-2-championship_2018_baku_qualifying,904fc720-e817-4cd7-97b4-c781c0f0a643,2018,2,4,,Qualifying,2018-04-27T11:00:00Z,2018-04-27T11:30:00Z,False,False
fia-formula-2-championship_2018_baku_grid,904fc720-e817-4cd7-97b4-c781c0f0a643,2018,2,5,,Grid,2018-04-27T20:00:00Z,,False,False
fia-formula-2-championship_2018_baku_feature-race,904fc720-e817-4cd7-97b4-c781c0f0a643,2018,2,6,,Feature Race,2018-04-28T08:00:00Z,2018-04-28T09:05:00Z,True,False
fia-formula-2-championship_2018_baku_grid-2,904fc720-e817-4cd7-97b4-c781c0f0a643,2018,2,7,,Grid,2018-04-28T20:00:00Z,,False,False
fia-formula-2-championship_2018_baku_sprint-race,904fc720-e817-4cd7-97b4-c781c0f0a643,2018,2,8,,Sprint Race,2018-04-29T09:10:00Z,2018-04-29T10:00:00Z,True,False
fia-formula-2-championship_2018_catalunya_free-practice,ceb1a47b-8cc1-4209-a92d-81ae0f18a245,2018,3,1,,Free Practice,2018-05-11T11:00:00Z,2018-05-11T11:45:00Z,False,False
fia-formula-2-championship_2018_catalunya_qualifying,ceb1a47b-8cc1-4209-a92d-81ae0f18a245,2018,3,4,,Qualifying,2018-05-11T14:55:00Z,2018-05-11T15:25:00Z,False,False
fia-formula-2-championship_2018_catalunya_grid,ceb1a47b-8cc1-4209-a92d-81ae0f18a245,2018,3,5,,Grid,2018-05-11T22:00:00Z,,False,False
fia-formula-2-championship_2018_catalunya_feature-race,ceb1a47b-8cc1-4209-a92d-81ae0f18a245,2018,3,6,,Feature Race,2018-05-12T14:40:00Z,2018-05-12T15:45:00Z,True,False
fia-formula-2-championship_2018_catalunya_grid-2,ceb1a47b-8cc1-4209-a92d-81ae0f18a245,2018,3,7,,Grid,2018-05-12T22:00:00Z,,False,False
fia-formula-2-championship_2018_catalunya_sprint-race,ceb1a47b-8cc1-4209-a92d-81ae0f18a245,2018,3,8,,Sprint Race,2018-05-13T09:30:00Z,2018-05-13T10:20:00Z,True,False
fia-formula-2-championship_2018_monaco_free-practice,208b82c0-e722-4f9f-a03c-3b1ea71840b3,2018,4,1,,Free Practice,2018-05-24T07:15:00Z,2018-05-24T08:00:00Z,False,False
fia-formula-2-championship_2018_monaco_1st-qualifying,208b82c0-e722-4f9f-a03c-3b1ea71840b3,2018,4,2,,1st Qualifying,2018-05-24T11:20:00Z,2018-05-24T11:36:00Z,False,False
fia-formula-2-championship_2018_monaco_2nd-qualifying,208b82c0-e722-4f9f-a03c-3b1ea71840b3,2018,4,3,,2nd Qualifying,2018-05-24T11:44:00Z,2018-05-24T12:00:00Z,False,False
fia-formula-2-championship_2018_monaco_grid,208b82c0-e722-4f9f-a03c-3b1ea71840b3,2018,4,5,,Grid,2018-05-24T22:00:00Z,,False,False
fia-formula-2-championship_2018_monaco_feature-race,208b82c0-e722-4f9f-a03c-3b1ea71840b3,2018,4,6,,Feature Race,2018-05-25T09:30:00Z,2018-05-25T10:35:00Z,True,False
fia-formula-2-championship_2018_monaco_grid-2,208b82c0-e722-4f9f-a03c-3b1ea71840b3,2018,4,7,,Grid,2018-05-25T22:00:00Z,,False,False
fia-formula-2-championship_2018_monaco_sprint-race,208b82c0-e722-4f9f-a03c-3b1ea71840b3,2018,4,8,,Sprint Race,2018-05-26T15:20:00Z,2018-05-26T16:10:00Z,True,False
fia-formula-2-championship_2018_paul-ricard_free-practice,d0c096c7-a35f-4312-8453-66b12714cc97,2018,5,1,,Free Practice,2018-06-22T11:55:00Z,2018-06-22T12:40:00Z,False,False
fia-formula-2-championship_2018_paul-ricard_qualifying,d0c096c7-a35f-4312-8453-66b12714cc97,2018,5,4,,Qualifying,2018-06-22T15:55:00Z,2018-06-22T16:25:00Z,False,False
fia-formula-2-championship_2018_paul-ricard_grid,d0c096c7-a35f-4312-8453-66b12714cc97,2018,5,5,,Grid,2018-06-22T22:00:00Z,,False,False
fia-formula-2-championship_2018_paul-ricard_feature-race,d0c096c7-a35f-4312-8453-66b12714cc97,2018,5,6,,Feature Race,2018-06-23T15:45:00Z,2018-06-23T16:50:00Z,True,False
fia-formula-2-championship_2018_paul-ricard_grid-2,d0c096c7-a35f-4312-8453-66b12714cc97,2018,5,7,,Grid,2018-06-23T22:00:00Z,,False,False
fia-formula-2-championship_2018_paul-ricard_sprint-race,d0c096c7-a35f-4312-8453-66b12714cc97,2018,5,8,,Sprint Race,2018-06-24T10:00:00Z,2018-06-24T10:50:00Z,True,False
fia-formula-2-championship_2018_red-bull-ring_free-practice,fa27ce18-d7e7-409b-a58e-b97905294818,2018,6,1,,Free Practice,2018-06-29T11:00:00Z,2018-06-29T11:45:00Z,False,False
fia-formula-2-championship_2018_red-bull-ring_qualifying,fa27ce18-d7e7-409b-a58e-b97905294818,2018,6,4,,Qualifying,2018-06-29T14:55:00Z,2018-06-29T15:25:00Z,False,False
fia-formula-2-championship_2018_red-bull-ring_grid,fa27ce18-d7e7-409b-a58e-b97905294818,2018,6,5,,Grid,2018-06-29T22:00:00Z,,False,False
fia-formula-2-championship_2018_red-bull-ring_feature-race,fa27ce18-d7e7-409b-a58e-b97905294818,2018,6,6,,Feature Race,2018-06-30T14:45:00Z,2018-06-30T15:55:00Z,True,False
fia-formula-2-championship_2018_red-bull-ring_grid-2,fa27ce18-d7e7-409b-a58e-b97905294818,2018,6,7,,Grid,2018-06-30T22:00:00Z,,False,False
fia-formula-2-championship_2018_red-bull-ring_sprint-race,fa27ce18-d7e7-409b-a58e-b97905294818,2018,6,8,,Sprint Race,2018-07-01T09:00:00Z,2018-07-01T09:50:00Z,True,False
fia-formula-2-championship_2018_silverstone_free-practice,d6c4c60d-5b64-415f-a400-cb8a307c3b5d,2018,7,1,,Free Practice,2018-07-06T10:55:00Z,2018-07-06T11:40:00Z,False,False
fia-formula-2-championship_2018_silverstone_qualifying,d6c4c60d-5b64-415f-a400-cb8a307c3b5d,2018,7,4,,Qualifying,2018-07-06T15:10:00Z,2018-07-06T15:40:00Z,False,False
fia-formula-2-championship_2018_silverstone_grid,d6c4c60d-5b64-415f-a400-cb8a307c3b5d,2018,7,5,,Grid,2018-07-06T23:00:00Z,,False,False
fia-formula-2-championship_2018_silverstone_feature-race,d6c4c60d-5b64-415f-a400-cb8a307c3b5d,2018,7,6,,Feature Race,2018-07-07T14:45:00Z,2018-07-07T15:50:00Z,True,False
fia-formula-2-championship_2018_silverstone_grid-2,d6c4c60d-5b64-415f-a400-cb8a307c3b5d,2018,7,7,,Grid,2018-07-07T23:00:00Z,,False,False
fia-formula-2-championship_2018_silverstone_sprint-race,d6c4c60d-5b64-415f-a400-cb8a307c3b5d,2018,7,8,,Sprint Race,2018-07-08T08:20:00Z,2018-07-08T09:05:00Z,True,False
fia-formula-2-championship_2018_hungaroring_free-practice,c460caf9-8786-4dc6-92a9-cac2e9f2a8cf,2018,8,1,,Free Practice,2018-07-27T10:55:00Z,2018-07-27T11:40:00Z,False,False
fia-formula-2-championship_2018_hungaroring_qualifying,c460caf9-8786-4dc6-92a9-cac2e9f2a8cf,2018,8,4,,Qualifying,2018-07-27T14:55:00Z,2018-07-27T15:25:00Z,False,False
fia-formula-2-championship_2018_hungaroring_grid,c460caf9-8786-4dc6-92a9-cac2e9f2a8cf,2018,8,5,,Grid,2018-07-27T22:00:00Z,,False,False
fia-formula-2-championship_2018_hungaroring_feature-race,c460caf9-8786-4dc6-92a9-cac2e9f2a8cf,2018,8,6,,Feature Race,2018-07-28T14:45:00Z,2018-07-28T15:50:00Z,True,False
fia-formula-2-championship_2018_hungaroring_grid-2,c460caf9-8786-4dc6-92a9-cac2e9f2a8cf,2018,8,7,,Grid,2018-07-28T22:00:00Z,,False,False
fia-formula-2-championship_2018_hungaroring_sprint-race,c460caf9-8786-4dc6-92a9-cac2e9f2a8cf,2018,8,8,,Sprint Race,2018-07-29T09:20:00Z,2018-07-29T10:10:00Z,True,False
fia-formula-2-championship_2018_spa-francorchamps_free-practice,ff1aab76-318d-4798-a43e-deb6126e9bc7,2018,9,1,,Free Practice,2018-08-24T10:55:00Z,2018-08-24T11:40:00Z,False,False
fia-formula-2-championship_2018_spa-francorchamps_qualifying,ff1aab76-318d-4798-a43e-deb6126e9bc7,2018,9,4,,Qualifying,2018-08-24T14:55:00Z,2018-08-24T15:25:00Z,False,False
fia-formula-2-championship_2018_spa-francorchamps_grid,ff1aab76-318d-4798-a43e-deb6126e9bc7,2018,9,5,,Grid,2018-08-24T22:00:00Z,,False,False
fia-formula-2-championship_2018_spa-francorchamps_feature-race,ff1aab76-318d-4798-a43e-deb6126e9bc7,2018,9,6,,Feature Race,2018-08-25T14:45:00Z,2018-08-25T15:50:00Z,True,False
fia-formula-2-championship_2018_spa-francorchamps_grid-2,ff1aab76-318d-4798-a43e-deb6126e9bc7,2018,9,7,,Grid,2018-08-25T22:00:00Z,,False,False
fia-formula-2-championship_2018_spa-francorchamps_sprint-race,ff1aab76-318d-4798-a43e-deb6126e9bc7,2018,9,8,,Sprint Race,2018-08-26T08:50:00Z,2018-08-26T09:40:00Z,True,False
fia-formula-2-championship_2018_monza_free-practice,5d86f633-224f-4e5b-9194-d538f92b6c16,2018,10,1,,Free Practice,2018-08-31T10:55:00Z,2018-08-31T11:40:00Z,False,False
fia-formula-2-championship_2018_monza_qualifying,5d86f633-224f-4e5b-9194-d538f92b6c16,2018,10,4,,Qualifying,2018-08-31T14:55:00Z,2018-08-31T15:25:00Z,False,False
fia-formula-2-championship_2018_monza_grid,5d86f633-224f-4e5b-9194-d538f92b6c16,2018,10,5,,Grid,2018-08-31T22:00:00Z,,False,False
fia-formula-2-championship_2018_monza_feature-race,5d86f633-224f-4e5b-9194-d538f92b6c16,2018,10,6,,Feature Race,2018-09-01T14:45:00Z,2018-09-01T15:50:00Z,True,False
fia-formula-2-championship_2018_monza_grid-2,5d86f633-224f-4e5b-9194-d538f92b6c16,2018,10,7,,Grid,2018-09-01T22:00:00Z,,False,False
fia-formula-2-championship_2018_monza_sprint-race,5d86f633-224f-4e5b-9194-d538f92b6c16,2018,10,8,,Sprint Race,2018-09-02T08:55:00Z,2018-09-02T09:45:00Z,True,False
fia-formula-2-championship_2018_sochi_free-practice,32c96b60-875f-4274-9de5-9802ec3db133,2018,11,1,,Free Practice,2018-09-28T10:00:00Z,2018-09-28T10:45:00Z,False,False
fia-formula-2-championship_2018_sochi_qualifying,32c96b60-875f-4274-9de5-9802ec3db133,2018,11,4,,Qualifying,2018-09-28T13:55:00Z,2018-09-28T14:25:00Z,False,False
fia-formula-2-championship_2018_sochi_grid,32c96b60-875f-4274-9de5-9802ec3db133,2018,11,5,,Grid,2018-09-28T21:00:00Z,,False,False
fia-formula-2-championship_2018_sochi_feature-race,32c96b60-875f-4274-9de5-9802ec3db133,2018,11,6,,Feature Race,2018-09-29T13:45:00Z,2018-09-29T14:50:00Z,True,False
fia-formula-2-championship_2018_sochi_grid-2,32c96b60-875f-4274-9de5-9802ec3db133,2018,11,7,,Grid,2018-09-29T21:00:00Z,,False,False
fia-formula-2-championship_2018_sochi_sprint-race,32c96b60-875f-4274-9de5-9802ec3db133,2018,11,8,,Sprint Race,2018-09-30T08:20:00Z,2018-09-30T09:10:00Z,True,False
fia-formula-2-championship_2018_yas-marina_free-practice,f0406dc1-b002-47ed-950d-b30822b529cb,2018,12,1,,Free Practice,2018-11-23T07:30:00Z,2018-11-23T08:15:00Z,False,False
fia-formula-2-championship_2018_yas-marina_qualifying,f0406dc1-b002-47ed-950d-b30822b529cb,2018,12,4,,Qualifying,2018-11-23T15:00:00Z,2018-11-23T15:30:00Z,False,False
fia-formula-2-championship_2018_yas-marina_grid,f0406dc1-b002-47ed-950d-b30822b529cb,2018,12,5,,Grid,2018-11-23T20:00:00Z,,False,False
fia-formula-2-championship_2018_yas-marina_feature-race,f0406dc1-b002-47ed-950d-b30822b529cb,2018,12,6,,Feature Race,2018-11-24T14:40:00Z,2018-11-24T15:45:00Z,True,False
fia-formula-2-championship_2018_yas-marina_grid-2,f0406dc1-b002-47ed-950d-b30822b529cb,2018,12,7,,Grid,2018-11-24T20:00:00Z,,False,False
fia-formula-2-championship_2018_yas-marina_sprint-race,f0406dc1-b002-47ed-950d-b30822b529cb,2018,12,8,,Sprint Race,2018-11-25T09:35:00Z,2018-11-25T10:20:00Z,True,False
fia-formula-2-championship_2019_bahrain_free-practice,b39166c6-16e9-4c1f-896d-226bc40367fc,2019,1,1,,Free Practice,2019-03-29T08:30:00Z,2019-03-29T09:15:00Z,False,False
fia-formula-2-championship_2019_bahrain_qualifying,b39166c6-16e9-4c1f-896d-226bc40367fc,2019,1,2,,Qualifying,2019-03-29T13:50:00Z,2019-03-29T14:20:00Z,False,False
fia-formula-2-championship_2019_bahrain_grid,b39166c6-16e9-4c1f-896d-226bc40367fc,2019,1,3,,Grid,,,False,False
fia-formula-2-championship_2019_bahrain_feature-race,b39166c6-16e9-4c1f-896d-226bc40367fc,2019,1,4,,Feature Race,2019-03-30T10:10:00Z,2019-03-30T11:15:00Z,True,False
fia-formula-2-championship_2019_bahrain_grid-2,b39166c6-16e9-4c1f-896d-226bc40367fc,2019,1,5,,Grid,,,False,False
fia-formula-2-championship_2019_bahrain_sprint-race,b39166c6-16e9-4c1f-896d-226bc40367fc,2019,1,6,,Sprint Race,2019-03-31T11:15:00Z,2019-03-31T12:05:00Z,True,False
fia-formula-2-championship_2019_baku_free-practice,faad1f37-0768-4a57-845b-0ef7d5b506a6,2019,2,1,,Free Practice,2019-04-26T07:00:00Z,2019-04-26T07:45:00Z,False,False
