raceId,year,round,driverNumber,driverId,constructorId,chassisId,engineId
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,15,jordan-king,mp-motorsport,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,20,norman-nato,arden-international,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,21,sean-gelael,arden-international,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,1,charles-leclerc,prema-racing,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,2,antonio-fuoco,prema-racing,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,3,nyck-de-vries,racing-engineering,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,4,gustav-malja,racing-engineering,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,18,louis-deletraz,rapax,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,19,roberto-merhi,rapax,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,5,luca-ghiotto,russian-time,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,6,artem-markelov,russian-time,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,16,nabil-jeffri,trident-motorsport,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,,,,,
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,7,nobuharu-matsushita,art-grand-prix,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,8,alexander-albon,art-grand-prix,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,11,ralph-boschung,campos-racing,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,12,alex-palou,campos-racing,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,9,oliver-rowland,dams,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,10,nicholas-latifi,dams,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,14,sergio-sette-camara,mp-motorsport,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,15,jordan-king,mp-motorsport,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,20,norman-nato,arden-international,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,21,sean-gelael,arden-international,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,1,charles-leclerc,prema-racing,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,2,antonio-fuoco,prema-racing,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,3,nyck-de-vries,racing-engineering,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,4,gustav-malja,racing-engineering,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,18,louis-deletraz,rapax,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,19,rene-binder,rapax,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,5,luca-ghiotto,russian-time,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,6,artem-markelov,russian-time,Dallara GP2-11,Renault GP2
c52c9a8b-b778-4c82-8e7b-fd7861e50b00,2017,10,16,nabil-jeffri,trident-motorsport,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,7,nobuharu-matsushita,art-grand-prix,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,8,alexander-albon,art-grand-prix,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,11,lando-norris,campos-racing,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,12,alex-palou,campos-racing,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,9,oliver-rowland,dams,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,10,nicholas-latifi,dams,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,14,sergio-sette-camara,mp-motorsport,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,15,jordan-king,mp-motorsport,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,20,norman-nato,arden-international,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,21,sean-gelael,arden-international,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,1,charles-leclerc,prema-racing,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,2,antonio-fuoco,prema-racing,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,3,nyck-de-vries,racing-engineering,Dallara GP2-11,Renault GP2
d11f46c3-477a-42ec-baf6-dd3e76a157ea,2017,11,4,gustav-malja,racing-engineering,Dallara GP2-11,Renault GP2
